mui,method,mod,nc,nmi
20,ML,0.0165,27,0.147
20,ML,0.0159,29,0.164
20,ML,0.0158,28,0.155
20,ML,0.0148,28,0.159
20,ML,0.0169,29,0.163
20,ML,0.0156,29,0.164
20,ML,0.0168,30,0.167
20,ML,0.0151,30,0.168
20,ML,0.0146,28,0.153
20,ML,0.0147,29,0.16
20,ML,0.0152,28,0.161
20,ML,0.0165,28,0.155
20,ML,0.0166,30,0.166
20,ML,0.0158,28,0.158
20,ML,0.0151,29,0.165
20,ML,0.0157,28,0.156
20,ML,0.0159,28,0.156
20,ML,0.0173,29,0.159
20,ML,0.0174,28,0.156
20,ML,0.016,29,0.163
